iter 	posterior 	likelihood 	prior 	Tree0Likelihood	Tree.height	Tree.treeLength	clockRate	FBD	diversificationRateFBD	turnoverFBD	samplingProportionFBD	originFBD	SACountFBD	mrca.date-backward(1)
646	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
647	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
648	nan	-3878.34	nan	-3878.34	1.37692	6.55265	0.0817991	nan	0.1	0.5	1	1.37692	0	0.723584
649	nan	-3879.26	nan	-3879.26	0.657148	2.88977	0.183718	nan	0.1	0.5	1	0.657148	0	0.314636
650	-4020.71	-3997.42	-23.2955	-3997.42	1.74303	5.74877	0.157759	-20.5026	0.1	0.5	1	1.74303	0	0.461137
651	nan	-3878.76	nan	-3878.76	0.995581	4.71447	0.119267	nan	0.1	0.5	1	0.995581	0	0.52486
652	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
653	nan	-3877.09	nan	-3877.09	0.679977	3.05277	0.176917	nan	0.1	0.5	1	0.679977	0	0.351401
654	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
655	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
656	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
657	nan	-3875.49	nan	-3875.49	0.995581	4.67274	0.119267	nan	0.1	0.5	1	0.995581	0	0.529435
658	nan	-3878.13	nan	-3878.13	0.657148	3.02163	0.183718	nan	0.1	0.5	1	0.657148	0	0.361595
659	nan	-3880.45	nan	-3880.45	0.995581	4.3986	0.119267	nan	0.1	0.5	1	0.995581	0	0.439327
660	nan	-3886.38	nan	-3886.38	0.585173	3.07924	0.16323	nan	0.1	0.5	1	0.585173	0	0.4299
661	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
662	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
663	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
664	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
665	nan	-3878.74	nan	-3878.74	0.657148	3.05125	0.183718	nan	0.1	0.5	1	0.657148	0	0.365661
666	-4020.79	-3997.32	-23.4733	-3997.32	1.74303	5.70014	0.157759	-20.6804	0.1	0.5	1	1.74303	0	0.452322
667	nan	-3879.13	nan	-3879.13	1.37692	6.8057	0.0817991	nan	0.1	0.5	1	1.37692	0	0.849052
668	-3916.23	-3891.74	-24.4964	-3891.74	3.31112	13.486	0.0471189	-18.5673	0.1	0.5	1	3.31112	0	1.3702
669	nan	-3877.54	nan	-3877.54	0.657148	3.1044	0.183718	nan	0.1	0.5	1	0.657148	0	0.361595
670	-4020.96	-3997.12	-23.8404	-3997.12	1.74303	5.72933	0.157759	-21.0475	0.1	0.5	1	1.74303	0	0.452322
671	-3863.44	-3896.55	33.1083	-3896.55	0.403223	2.22977	0.209798	33.2216	0.1	0.5	1	0.403223	0	0.280876
672	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
673	-3930.5	-3940.26	9.76587	-3940.26	0.216672	1.26118	0.285721	9.50607	0.1	0.5	1	0.216672	0	0.188317
674	-3917.42	-3892.77	-24.6477	-3892.77	3.31112	13.548	0.0471189	-18.7186	0.1	0.5	1	3.31112	0	1.44344
675	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
676	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
677	nan	-3875.96	nan	-3875.96	0.679977	3.16174	0.176917	nan	0.1	0.5	1	0.679977	0	0.377666
678	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
679	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
680	nan	-3880.21	nan	-3880.21	0.657148	3.08959	0.183718	nan	0.1	0.5	1	0.657148	0	0.340314
681	-4022.6	-3999.56	-23.0351	-3999.56	1.74303	5.69938	0.157759	-20.2422	0.1	0.5	1	1.74303	0	0.461137
682	-4020.96	-3997.12	-23.8404	-3997.12	1.74303	5.72933	0.157759	-21.0475	0.1	0.5	1	1.74303	0	0.452322
683	-3929.05	-3938.82	9.76368	-3938.82	0.216672	1.26316	0.285721	9.50387	0.1	0.5	1	0.216672	0	0.188317
684	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
685	nan	-3878.71	nan	-3878.71	0.995581	4.30758	0.119267	nan	0.1	0.5	1	0.995581	0	0.464739
686	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
687	-4023.17	-3999.71	-23.4622	-3999.71	1.74303	5.66404	0.157759	-20.6693	0.1	0.5	1	1.74303	0	0.43828
688	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
689	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
690	nan	-3879.49	nan	-3879.49	0.657148	3.04084	0.183718	nan	0.1	0.5	1	0.657148	0	0.359125
691	-3921.55	-3897.14	-24.4084	-3897.14	3.31112	13.6322	0.0471189	-18.4793	0.1	0.5	1	3.31112	0	1.44254
692	nan	-3876.84	nan	-3876.84	1.37692	6.66895	0.0817991	nan	0.1	0.5	1	1.37692	0	0.827005
693	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
694	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
695	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
696	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
697	nan	-3907.44	nan	-3907.44	0.898455	4.95237	0.0810449	nan	0.1	0.5	1	0.898455	0	0.664183
698	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
699	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
700	nan	-3882.59	nan	-3882.59	0.585173	2.94737	0.16323	nan	0.1	0.5	1	0.585173	0	0.352817
701	-3919.1	-3894.11	-24.9905	-3894.11	3.31112	13.4223	0.0471189	-19.0614	0.1	0.5	1	3.31112	0	1.3342
702	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
703	-4020.96	-3997.12	-23.8404	-3997.12	1.74303	5.72933	0.157759	-21.0475	0.1	0.5	1	1.74303	0	0.452322
704	nan	-3880.46	nan	-3880.46	0.995581	4.8453	0.119267	nan	0.1	0.5	1	0.995581	0	0.558665
705	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
706	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
707	-4020.71	-3997.42	-23.2955	-3997.42	1.74303	5.74877	0.157759	-20.5026	0.1	0.5	1	1.74303	0	0.461137
708	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
709	nan	-3880.45	nan	-3880.45	0.995581	4.3986	0.119267	nan	0.1	0.5	1	0.995581	0	0.439327
710	nan	-3878.04	nan	-3878.04	1.37692	6.73125	0.0817991	nan	0.1	0.5	1	1.37692	0	0.750987
711	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
712	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
713	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
714	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
715	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
716	-4020.79	-3997.32	-23.4733	-3997.32	1.74303	5.70014	0.157759	-20.6804	0.1	0.5	1	1.74303	0	0.452322
717	nan	-3904.95	nan	-3904.95	0.898455	4.91821	0.0810449	nan	0.1	0.5	1	0.898455	0	0.644876
718	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
719	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
720	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
721	nan	-3878.91	nan	-3878.91	0.657148	3.04412	0.183718	nan	0.1	0.5	1	0.657148	0	0.341063
722	nan	-3879.2	nan	-3879.2	1.37692	6.79788	0.0817991	nan	0.1	0.5	1	1.37692	0	0.849052
723	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
724	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
725	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
726	nan	-3879.11	nan	-3879.11	0.657148	3.16651	0.183718	nan	0.1	0.5	1	0.657148	0	0.395803
727	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
728	nan	-3876.72	nan	-3876.72	1.37692	6.57477	0.0817991	nan	0.1	0.5	1	1.37692	0	0.758722
729	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
730	nan	-3904.13	nan	-3904.13	0.898455	4.96425	0.0810449	nan	0.1	0.5	1	0.898455	0	0.674981
731	-4023.33	-4000.09	-23.2421	-4000.09	1.74303	5.63844	0.157759	-20.4491	0.1	0.5	1	1.74303	0	0.43828
732	-4020.79	-3997.32	-23.4733	-3997.32	1.74303	5.70014	0.157759	-20.6804	0.1	0.5	1	1.74303	0	0.452322
733	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
734	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
735	-4020.71	-3997.42	-23.2955	-3997.42	1.74303	5.74877	0.157759	-20.5026	0.1	0.5	1	1.74303	0	0.461137
736	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
737	nan	-3904.95	nan	-3904.95	0.898455	4.91821	0.0810449	nan	0.1	0.5	1	0.898455	0	0.644876
738	-4020.79	-3997.32	-23.4733	-3997.32	1.74303	5.70014	0.157759	-20.6804	0.1	0.5	1	1.74303	0	0.452322
739	nan	-3906.03	nan	-3906.03	0.898455	4.8588	0.0810449	nan	0.1	0.5	1	0.898455	0	0.640495
740	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
741	nan	-3877.23	nan	-3877.23	0.995581	4.6081	0.119267	nan	0.1	0.5	1	0.995581	0	0.499652
742	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
743	nan	-3879.97	nan	-3879.97	0.657148	2.99774	0.183718	nan	0.1	0.5	1	0.657148	0	0.356542
744	-3924.57	-3934.17	9.59549	-3934.17	0.216672	1.27563	0.285721	9.33569	0.1	0.5	1	0.216672	0	0.177955
745	-3919.87	-3894.66	-25.2187	-3894.66	3.31112	13.8036	0.0471189	-19.2896	0.1	0.5	1	3.31112	0	1.52344
746	nan	-3882.59	nan	-3882.59	0.585173	2.94737	0.16323	nan	0.1	0.5	1	0.585173	0	0.352817
747	nan	-3877.12	nan	-3877.12	0.657148	3.03743	0.183718	nan	0.1	0.5	1	0.657148	0	0.323449
748	nan	-3876.9	nan	-3876.9	0.657148	3.07194	0.183718	nan	0.1	0.5	1	0.657148	0	0.361595
749	-3927.19	-3936.22	9.02362	-3936.22	0.216672	1.29545	0.285721	8.76382	0.1	0.5	1	0.216672	0	0.185755
750	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
751	-3927.19	-3936.22	9.02362	-3936.22	0.216672	1.29545	0.285721	8.76382	0.1	0.5	1	0.216672	0	0.185755
752	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
753	nan	-3905.25	nan	-3905.25	0.898455	4.93539	0.0810449	nan	0.1	0.5	1	0.898455	0	0.667485
754	nan	-3886.38	nan	-3886.38	0.585173	3.07924	0.16323	nan	0.1	0.5	1	0.585173	0	0.4299
755	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
756	-3917.26	-3892.15	-25.1057	-3892.15	3.31112	13.3532	0.0471189	-19.1766	0.1	0.5	1	3.31112	0	1.29944
757	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
758	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
759	-3921.55	-3897.14	-24.4084	-3897.14	3.31112	13.6322	0.0471189	-18.4793	0.1	0.5	1	3.31112	0	1.44254
760	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
761	nan	-3879.15	nan	-3879.15	0.995581	4.45273	0.119267	nan	0.1	0.5	1	0.995581	0	0.45859
762	-4020.71	-3997.42	-23.2955	-3997.42	1.74303	5.74877	0.157759	-20.5026	0.1	0.5	1	1.74303	0	0.461137
763	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
764	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
765	nan	-3879.2	nan	-3879.2	1.37692	6.79788	0.0817991	nan	0.1	0.5	1	1.37692	0	0.849052
766	nan	-3904.95	nan	-3904.95	0.898455	4.91821	0.0810449	nan	0.1	0.5	1	0.898455	0	0.644876
767	-4023.33	-4000.09	-23.2421	-4000.09	1.74303	5.63844	0.157759	-20.4491	0.1	0.5	1	1.74303	0	0.43828
768	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
769	-4020.79	-3997.32	-23.4733	-3997.32	1.74303	5.70014	0.157759	-20.6804	0.1	0.5	1	1.74303	0	0.452322
770	nan	-3875.58	nan	-3875.58	0.995581	4.53373	0.119267	nan	0.1	0.5	1	0.995581	0	0.492508
771	nan	-3878.71	nan	-3878.71	0.995581	4.30758	0.119267	nan	0.1	0.5	1	0.995581	0	0.464739
772	-4026.37	-4003.11	-23.2609	-4003.11	1.74303	5.74365	0.157759	-20.4679	0.1	0.5	1	1.74303	0	0.403424
773	nan	-3878.91	nan	-3878.91	0.657148	3.04412	0.183718	nan	0.1	0.5	1	0.657148	0	0.341063
774	nan	-3880.45	nan	-3880.45	0.995581	4.3986	0.119267	nan	0.1	0.5	1	0.995581	0	0.439327
775	-3917.26	-3892.15	-25.1057	-3892.15	3.31112	13.3532	0.0471189	-19.1766	0.1	0.5	1	3.31112	0	1.29944
776	nan	-3882.59	nan	-3882.59	0.585173	2.94737	0.16323	nan	0.1	0.5	1	0.585173	0	0.352817
777	-3863.44	-3896.55	33.1083	-3896.55	0.403223	2.22977	0.209798	33.2216	0.1	0.5	1	0.403223	0	0.280876
778	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
779	nan	-3878.13	nan	-3878.13	0.657148	3.02163	0.183718	nan	0.1	0.5	1	0.657148	0	0.361595
780	-3928.66	-3938.42	9.76304	-3938.42	0.216672	1.26373	0.285721	9.50324	0.1	0.5	1	0.216672	0	0.188317
781	nan	-3875.49	nan	-3875.49	0.995581	4.67274	0.119267	nan	0.1	0.5	1	0.995581	0	0.529435
782	nan	-3879.29	nan	-3879.29	0.657148	3.11259	0.183718	nan	0.1	0.5	1	0.657148	0	0.367832
783	nan	-3879.39	nan	-3879.39	0.657148	3.10074	0.183718	nan	0.1	0.5	1	0.657148	0	0.368176
784	nan	-3879.13	nan	-3879.13	1.37692	6.39403	0.0817991	nan	0.1	0.5	1	1.37692	0	0.657607
785	nan	-3876.84	nan	-3876.84	1.37692	6.66895	0.0817991	nan	0.1	0.5	1	1.37692	0	0.827005
786	nan	-3878.98	nan	-3878.98	0.657148	3.10875	0.183718	nan	0.1	0.5	1	0.657148	0	0.356249
787	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
788	-4020.96	-3997.12	-23.8404	-3997.12	1.74303	5.72933	0.157759	-21.0475	0.1	0.5	1	1.74303	0	0.452322
789	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
790	nan	-3876.33	nan	-3876.33	0.995581	4.75026	0.119267	nan	0.1	0.5	1	0.995581	0	0.542468
791	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
792	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
793	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
794	nan	-3882.59	nan	-3882.59	0.585173	2.94737	0.16323	nan	0.1	0.5	1	0.585173	0	0.352817
795	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
796	nan	-3877.7	nan	-3877.7	1.37692	6.55395	0.0817991	nan	0.1	0.5	1	1.37692	0	0.703879
797	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
798	nan	-3876.23	nan	-3876.23	0.995581	4.73272	0.119267	nan	0.1	0.5	1	0.995581	0	0.538349
799	nan	-3880.45	nan	-3880.45	0.995581	4.3986	0.119267	nan	0.1	0.5	1	0.995581	0	0.439327
800	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
801	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
802	nan	-3894.44	nan	-3894.44	3.31112	13.3491	0.0471189	nan	0.1	0.5	1	3.31112	0	1.28637
803	-3917.42	-3892.77	-24.6477	-3892.77	3.31112	13.548	0.0471189	-18.7186	0.1	0.5	1	3.31112	0	1.44344
804	nan	-3879.03	nan	-3879.03	0.657148	3.05537	0.183718	nan	0.1	0.5	1	0.657148	0	0.343086
805	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
806	nan	-3879.26	nan	-3879.26	0.657148	2.88977	0.183718	nan	0.1	0.5	1	0.657148	0	0.314636
807	-4020.96	-3997.12	-23.8404	-3997.12	1.74303	5.72933	0.157759	-21.0475	0.1	0.5	1	1.74303	0	0.452322
808	nan	-3879.26	nan	-3879.26	0.657148	2.88977	0.183718	nan	0.1	0.5	1	0.657148	0	0.314636
809	nan	-3878.96	nan	-3878.96	0.657148	3.09412	0.183718	nan	0.1	0.5	1	0.657148	0	0.356249
810	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
811	nan	-3879.39	nan	-3879.39	0.657148	3.10074	0.183718	nan	0.1	0.5	1	0.657148	0	0.368176
812	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
813	-4020.96	-3997.12	-23.8404	-3997.12	1.74303	5.72933	0.157759	-21.0475	0.1	0.5	1	1.74303	0	0.452322
814	-3917.26	-3892.15	-25.1057	-3892.15	3.31112	13.3532	0.0471189	-19.1766	0.1	0.5	1	3.31112	0	1.29944
815	nan	-3882.59	nan	-3882.59	0.585173	2.94737	0.16323	nan	0.1	0.5	1	0.585173	0	0.352817
816	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
817	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
818	nan	-3881.32	nan	-3881.32	0.885352	4.70749	0.107464	nan	0.1	0.5	1	0.885352	0	0.620824
819	-4020.96	-3997.12	-23.8404	-3997.12	1.74303	5.72933	0.157759	-21.0475	0.1	0.5	1	1.74303	0	0.452322
820	nan	-3878.91	nan	-3878.91	0.657148	3.04412	0.183718	nan	0.1	0.5	1	0.657148	0	0.341063
821	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
822	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
823	nan	-3880.21	nan	-3880.21	0.657148	3.08959	0.183718	nan	0.1	0.5	1	0.657148	0	0.340314
824	-4020.96	-3997.12	-23.8404	-3997.12	1.74303	5.72933	0.157759	-21.0475	0.1	0.5	1	1.74303	0	0.452322
825	-3916.23	-3891.74	-24.4964	-3891.74	3.31112	13.486	0.0471189	-18.5673	0.1	0.5	1	3.31112	0	1.3702
826	nan	-3879.75	nan	-3879.75	0.657148	3.16256	0.183718	nan	0.1	0.5	1	0.657148	0	0.380219
827	-4020.71	-3997.42	-23.2955	-3997.42	1.74303	5.74877	0.157759	-20.5026	0.1	0.5	1	1.74303	0	0.461137
828	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
829	nan	-3879.7	nan	-3879.7	0.657148	3.0506	0.183718	nan	0.1	0.5	1	0.657148	0	0.362113
830	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
831	-4023.19	-3999.64	-23.5437	-3999.64	1.74303	5.67169	0.157759	-20.7508	0.1	0.5	1	1.74303	0	0.43828
832	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
833	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
834	-3917.26	-3892.15	-25.1057	-3892.15	3.31112	13.3532	0.0471189	-19.1766	0.1	0.5	1	3.31112	0	1.29944
835	-3861.06	-3894.8	33.7357	-3894.8	0.403223	2.18719	0.209798	33.849	0.1	0.5	1	0.403223	0	0.276133
836	-3917.96	-3892.71	-25.2474	-3892.71	3.31112	13.3795	0.0471189	-19.3183	0.1	0.5	1	3.31112	0	1.28628
837	-4020.79	-3997.32	-23.4733	-3997.32	1.74303	5.70014	0.157759	-20.6804	0.1	0.5	1	1.74303	0	0.452322
838	nan	-3886.38	nan	-3886.38	0.585173	3.07924	0.16323	nan	0.1	0.5	1	0.585173	0	0.4299
839	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
840	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
841	nan	-3879.7	nan	-3879.7	0.657148	3.0506	0.183718	nan	0.1	0.5	1	0.657148	0	0.362113
842	-3927.19	-3936.22	9.02362	-3936.22	0.216672	1.29545	0.285721	8.76382	0.1	0.5	1	0.216672	0	0.185755
843	-3860.38	-3894.45	34.0633	-3894.45	0.403223	2.15802	0.209798	34.1766	0.1	0.5	1	0.403223	0	0.269784
844	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
845	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
846	-3917.93	-3893.2	-24.7313	-3893.2	3.31112	13.2611	0.0471189	-18.8022	0.1	0.5	1	3.31112	0	1.23218
847	-4020.96	-3997.12	-23.8404	-3997.12	1.74303	5.72933	0.157759	-21.0475	0.1	0.5	1	1.74303	0	0.452322
848	nan	-3878.98	nan	-3878.98	0.657148	3.10875	0.183718	nan	0.1	0.5	1	0.657148	0	0.356249
849	nan	-3905.16	nan	-3905.16	0.898455	4.80123	0.0810449	nan	0.1	0.5	1	0.898455	0	0.582332
850	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
851	nan	-3876.35	nan	-3876.35	0.657148	2.97895	0.183718	nan	0.1	0.5	1	0.657148	0	0.328341
852	nan	-3883.48	nan	-3883.48	0.585173	2.89217	0.16323	nan	0.1	0.5	1	0.585173	0	0.334816
853	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
854	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
855	-3920.28	-3896.1	-24.1848	-3896.1	3.31112	13.2532	0.0471189	-18.2558	0.1	0.5	1	3.31112	0	1.45526
856	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
857	nan	-3880.55	nan	-3880.55	1.37692	6.52071	0.0817991	nan	0.1	0.5	1	1.37692	0	0.711525
858	-4021.07	-3997.83	-23.2391	-3997.83	1.74303	5.67224	0.157759	-20.4461	0.1	0.5	1	1.74303	0	0.452322
859	-3923.07	-3932.72	9.65837	-3932.72	0.216672	1.27094	0.285721	9.39857	0.1	0.5	1	0.216672	0	0.179989
860	nan	-3886.38	nan	-3886.38	0.585173	3.07924	0.16323	nan	0.1	0.5	1	0.585173	0	0.4299
861	nan	-3875.79	nan	-3875.79	0.679977	3.07594	0.176917	nan	0.1	0.5	1	0.679977	0	0.351387
862	-4020.96	-3997.12	-23.8404	-3997.12	1.74303	5.72933	0.157759	-21.0475	0.1	0.5	1	1.74303	0	0.452322
863	nan	-3894.44	nan	-3894.44	3.31112	13.3491	0.0471189	nan	0.1	0.5	1	3.31112	0	1.28637
